client_id,sex,birth,age,s_idclient
c_3052,m,1968.0,54.0,c
c_2571,m,1960.0,62.0,c
c_1523,m,1968.0,54.0,c
c_5429,f,1968.0,54.0,c
c_4001,m,1973.0,49.0,c
c_1384,m,1974.0,48.0,c
c_1181,m,2002.0,20.0,c
c_4835,m,1986.0,36.0,c
c_3745,f,1991.0,31.0,c
c_3900,f,1952.0,70.0,c
c_8351,f,1968.0,54.0,c
c_7720,f,1977.0,45.0,c
c_528,f,1989.0,33.0,c
c_2685,f,2002.0,20.0,c
c_801,f,1998.0,24.0,c
c_2606,f,1979.0,43.0,c
c_6816,m,2000.0,22.0,c
c_1302,m,1992.0,30.0,c
c_1777,f,1948.0,74.0,c
c_4264,f,1967.0,55.0,c
c_4023,f,1978.0,44.0,c
c_1155,f,1951.0,71.0,c
c_2806,f,1999.0,23.0,c
c_1007,f,1941.0,81.0,c
c_5084,m,2004.0,18.0,c
c_2250,f,1984.0,38.0,c
c_7320,m,1981.0,41.0,c
c_5990,f,1996.0,26.0,c
c_2810,m,1978.0,44.0,c
c_4312,f,1962.0,60.0,c
c_7864,f,1945.0,77.0,c
c_2161,m,1964.0,58.0,c
c_5684,m,1962.0,60.0,c
c_6663,f,1980.0,42.0,c
c_5895,m,1971.0,51.0,c
c_140,m,1980.0,42.0,c
c_8214,m,1964.0,58.0,c
c_4949,f,1971.0,51.0,c
c_1061,m,1991.0,31.0,c
c_4942,f,1999.0,23.0,c
c_4935,f,1982.0,40.0,c
c_7107,f,2004.0,18.0,c
c_4886,m,1995.0,27.0,c
c_3245,f,1994.0,28.0,c
c_7396,m,1959.0,63.0,c
c_7943,f,1986.0,36.0,c
c_3861,m,1980.0,42.0,c
c_3287,m,1981.0,41.0,c
c_7811,m,1990.0,32.0,c
c_3614,m,1994.0,28.0,c
c_4563,f,1983.0,39.0,c
c_5932,f,1962.0,60.0,c
c_4070,f,1995.0,27.0,c
c_6421,f,2001.0,21.0,c
c_5668,f,1992.0,30.0,c
c_4537,f,1971.0,51.0,c
c_2174,m,1969.0,53.0,c
c_6720,m,1964.0,58.0,c
c_4172,f,1995.0,27.0,c
c_1446,m,1960.0,62.0,c
c_698,m,1983.0,39.0,c
c_1656,f,1982.0,40.0,c
c_2234,m,2001.0,21.0,c
c_5083,m,1955.0,67.0,c
c_5459,m,1977.0,45.0,c
c_1996,m,1985.0,37.0,c
c_5613,f,1970.0,52.0,c
c_1070,f,1956.0,66.0,c
c_6473,f,1995.0,27.0,c
c_959,m,1975.0,47.0,c
c_6232,m,1977.0,45.0,c
c_1249,f,1959.0,63.0,c
c_5295,m,2003.0,19.0,c
c_7842,f,1994.0,28.0,c
c_2129,m,1987.0,35.0,c
c_982,f,1958.0,64.0,c
c_5731,f,1987.0,35.0,c
c_8322,f,1981.0,41.0,c
c_1011,f,1999.0,23.0,c
c_3686,f,1960.0,62.0,c
c_1687,f,1962.0,60.0,c
c_5501,f,1957.0,65.0,c
c_370,m,1939.0,83.0,c
c_2411,f,1945.0,77.0,c
c_1634,m,2004.0,18.0,c
c_4431,m,1988.0,34.0,c
c_7696,f,1978.0,44.0,c
c_3230,m,2004.0,18.0,c
c_905,m,2004.0,18.0,c
c_1603,f,1967.0,55.0,c
c_7488,m,1995.0,27.0,c
c_2007,f,2004.0,18.0,c
c_7644,m,1998.0,24.0,c
c_5626,m,1939.0,83.0,c
c_7559,f,2004.0,18.0,c
c_7981,f,1978.0,44.0,c
c_123,f,1965.0,57.0,c
c_2661,f,1977.0,45.0,c
c_7063,m,1978.0,44.0,c
c_1362,m,1982.0,40.0,c
c_2473,f,1986.0,36.0,c
c_8284,m,1975.0,47.0,c
c_324,f,1963.0,59.0,c
c_1691,f,1982.0,40.0,c
c_2787,f,1968.0,54.0,c
c_1758,f,1987.0,35.0,c
c_6789,f,1995.0,27.0,c
c_3315,m,1972.0,50.0,c
c_5367,m,1967.0,55.0,c
c_716,f,1998.0,24.0,c
c_914,f,1988.0,34.0,c
c_4764,m,1988.0,34.0,c
c_6752,m,1987.0,35.0,c
c_7399,f,1988.0,34.0,c
c_7743,m,1976.0,46.0,c
c_5060,m,1996.0,26.0,c
c_4957,m,1952.0,70.0,c
c_2316,m,2002.0,20.0,c
c_7065,f,1975.0,47.0,c
c_7749,m,2004.0,18.0,c
c_8258,f,1998.0,24.0,c
c_6890,f,1959.0,63.0,c
c_2950,m,2004.0,18.0,c
c_6755,m,1977.0,45.0,c
c_2143,f,1960.0,62.0,c
c_5096,m,1990.0,32.0,c
c_840,m,1986.0,36.0,c
c_7954,m,1973.0,49.0,c
c_5701,f,1953.0,69.0,c
c_4154,m,1960.0,62.0,c
c_5427,f,2004.0,18.0,c
c_2616,f,1976.0,46.0,c
c_6849,m,1978.0,44.0,c
c_6116,f,1992.0,30.0,c
c_4226,m,1958.0,64.0,c
c_5756,f,1962.0,60.0,c
c_5520,f,1983.0,39.0,c
c_1885,f,1954.0,68.0,c
c_1139,m,1981.0,41.0,c
c_4558,m,1945.0,77.0,c
c_6610,f,2000.0,22.0,c
c_2858,f,1986.0,36.0,c
c_2015,m,1960.0,62.0,c
c_6621,f,1963.0,59.0,c
c_5101,m,1980.0,42.0,c
c_484,f,1989.0,33.0,c
c_7764,f,1977.0,45.0,c
c_5115,m,1969.0,53.0,c
c_5922,m,1977.0,45.0,c
c_3768,m,1988.0,34.0,c
c_4228,m,1991.0,31.0,c
c_2748,f,1977.0,45.0,c
c_1580,f,1979.0,43.0,c
c_598,m,1965.0,57.0,c
c_3873,m,1995.0,27.0,c
c_4442,m,1956.0,66.0,c
c_1896,m,1997.0,25.0,c
c_1390,m,1967.0,55.0,c
c_2033,f,1956.0,66.0,c
c_7713,m,1965.0,57.0,c
c_4118,m,1960.0,62.0,c
c_925,f,1954.0,68.0,c
c_6058,f,1968.0,54.0,c
c_4864,f,1983.0,39.0,c
c_6050,m,1991.0,31.0,c
c_4618,m,1973.0,49.0,c
c_4363,m,1997.0,25.0,c
c_2215,f,1939.0,83.0,c
c_3112,m,1968.0,54.0,c
c_2884,m,1992.0,30.0,c
c_361,f,1976.0,46.0,c
c_8479,m,1954.0,68.0,c
c_8279,f,1987.0,35.0,c
c_6378,f,2004.0,18.0,c
c_1672,f,1992.0,30.0,c
c_4813,f,1967.0,55.0,c
c_7259,m,1977.0,45.0,c
c_6878,m,1950.0,72.0,c
c_860,m,1966.0,56.0,c
c_216,f,1995.0,27.0,c
c_1062,m,1986.0,36.0,c
c_6546,m,1998.0,24.0,c
c_189,m,1974.0,48.0,c
c_2587,m,1955.0,67.0,c
c_1454,m,1998.0,24.0,c
c_83,f,1998.0,24.0,c
c_3996,m,1978.0,44.0,c
c_8179,m,2004.0,18.0,c
c_8487,f,1937.0,85.0,c
c_5789,m,1939.0,83.0,c
c_3538,f,1979.0,43.0,c
c_1405,f,1981.0,41.0,c
c_8035,f,1979.0,43.0,c
c_3309,f,1969.0,53.0,c
c_5669,f,1955.0,67.0,c
c_6211,f,2000.0,22.0,c
c_2730,f,1966.0,56.0,c
c_8314,m,2004.0,18.0,c
c_1371,f,1986.0,36.0,c
c_7091,f,1992.0,30.0,c
c_4677,f,1983.0,39.0,c
c_2750,f,1956.0,66.0,c
c_6292,m,1992.0,30.0,c
c_3941,f,1971.0,51.0,c
c_2329,f,1996.0,26.0,c
c_8028,f,1970.0,52.0,c
c_3371,f,1945.0,77.0,c
c_2452,m,1949.0,73.0,c
c_5107,m,1983.0,39.0,c
c_3033,f,1995.0,27.0,c
c_6666,f,1979.0,43.0,c
c_7667,f,1995.0,27.0,c
c_6516,m,1967.0,55.0,c
c_6973,m,1963.0,59.0,c
c_2608,m,1976.0,46.0,c
c_556,m,1940.0,82.0,c
c_1426,f,1988.0,34.0,c
c_6013,f,1993.0,29.0,c
c_836,f,1968.0,54.0,c
c_3985,f,1980.0,42.0,c
c_3488,f,1957.0,65.0,c
c_8494,m,2002.0,20.0,c
c_7870,f,1995.0,27.0,c
c_4307,f,1982.0,40.0,c
c_26,m,1997.0,25.0,c
c_6727,f,2002.0,20.0,c
c_4494,f,1999.0,23.0,c
c_7442,m,1949.0,73.0,c
c_6463,m,1976.0,46.0,c
c_1788,m,1990.0,32.0,c
c_3810,f,1965.0,57.0,c
c_5260,m,1988.0,34.0,c
c_522,f,1975.0,47.0,c
c_2501,m,1958.0,64.0,c
c_8397,f,1962.0,60.0,c
c_2210,f,1987.0,35.0,c
c_4106,m,1985.0,37.0,c
c_4436,f,1993.0,29.0,c
c_6271,m,1962.0,60.0,c
c_1713,m,1981.0,41.0,c
c_3990,m,1961.0,61.0,c
c_2602,f,1980.0,42.0,c
c_3927,f,2003.0,19.0,c
c_6309,m,1959.0,63.0,c
c_1089,m,1971.0,51.0,c
c_580,m,1988.0,34.0,c
c_6519,f,1946.0,76.0,c
c_7803,m,1967.0,55.0,c
c_6382,m,1965.0,57.0,c
c_7838,m,1967.0,55.0,c
c_5439,m,1955.0,67.0,c
c_6306,f,1970.0,52.0,c
c_7833,m,1983.0,39.0,c
c_6626,m,1961.0,61.0,c
c_5728,f,1997.0,25.0,c
c_3409,m,1999.0,23.0,c
c_5708,f,2001.0,21.0,c
c_8409,f,1970.0,52.0,c
c_3930,m,1985.0,37.0,c
c_546,m,2004.0,18.0,c
c_4606,m,1952.0,70.0,c
c_191,f,1964.0,58.0,c
c_7786,m,1989.0,33.0,c
c_2780,m,1972.0,50.0,c
c_2422,f,1990.0,32.0,c
c_7475,f,1968.0,54.0,c
c_3681,m,1984.0,38.0,c
c_3246,m,1969.0,53.0,c
c_6284,f,1956.0,66.0,c
c_7162,m,1992.0,30.0,c
c_3559,m,1970.0,52.0,c
c_205,f,1974.0,48.0,c
c_4241,m,1993.0,29.0,c
c_7221,f,1959.0,63.0,c
c_1869,f,1985.0,37.0,c
c_4324,f,1970.0,52.0,c
c_4068,f,1987.0,35.0,c
c_2888,f,2004.0,18.0,c
c_1850,f,1983.0,39.0,c
c_856,m,1964.0,58.0,c
c_646,m,1967.0,55.0,c
c_4052,m,1982.0,40.0,c
c_3980,f,1969.0,53.0,c
c_8185,m,1976.0,46.0,c
c_6361,m,1985.0,37.0,c
c_2953,f,2002.0,20.0,c
c_1174,m,1969.0,53.0,c
c_7382,f,1960.0,62.0,c
c_432,m,1951.0,71.0,c
c_8338,f,1973.0,49.0,c
c_1871,f,1995.0,27.0,c
c_8038,m,2004.0,18.0,c
c_6803,f,1988.0,34.0,c
c_7127,f,1964.0,58.0,c
c_4164,f,1968.0,54.0,c
c_4141,m,1996.0,26.0,c
c_1540,m,1964.0,58.0,c
c_3327,m,1976.0,46.0,c
c_2573,m,1974.0,48.0,c
c_2591,f,2002.0,20.0,c
c_737,f,1994.0,28.0,c
c_4250,m,1993.0,29.0,c
c_6337,m,2004.0,18.0,c
c_8114,m,1962.0,60.0,c
c_3722,m,1981.0,41.0,c
c_7112,m,1985.0,37.0,c
c_7889,f,1982.0,40.0,c
c_472,m,1996.0,26.0,c
c_934,m,1984.0,38.0,c
c_8379,f,1989.0,33.0,c
c_7247,m,1959.0,63.0,c
c_5964,f,1940.0,82.0,c
c_7800,m,2004.0,18.0,c
c_4486,m,1981.0,41.0,c
c_2682,m,1976.0,46.0,c
c_2594,f,1997.0,25.0,c
c_2449,f,1975.0,47.0,c
c_5215,m,1983.0,39.0,c
c_3171,f,1990.0,32.0,c
c_4874,m,2004.0,18.0,c
c_4104,f,2004.0,18.0,c
c_3273,m,1968.0,54.0,c
c_2238,f,1970.0,52.0,c
c_3789,f,1997.0,25.0,c
c_7572,f,1978.0,44.0,c
c_5244,m,1960.0,62.0,c
c_3942,m,1996.0,26.0,c
c_7279,m,1986.0,36.0,c
c_2207,f,1970.0,52.0,c
c_6856,m,1990.0,32.0,c
c_4518,m,2004.0,18.0,c
c_8362,f,1929.0,93.0,c
c_8011,m,1965.0,57.0,c
c_1468,m,2002.0,20.0,c
c_5865,m,1996.0,26.0,c
c_4057,m,1981.0,41.0,c
c_2827,f,1957.0,65.0,c
c_5891,f,1958.0,64.0,c
c_326,f,1986.0,36.0,c
c_3738,m,2002.0,20.0,c
c_616,f,1969.0,53.0,c
c_5676,f,1989.0,33.0,c
c_7515,f,1967.0,55.0,c
c_2381,m,1980.0,42.0,c
c_3765,m,1965.0,57.0,c
c_5759,m,1990.0,32.0,c
c_6038,m,2002.0,20.0,c
c_7528,m,1968.0,54.0,c
c_5691,m,2003.0,19.0,c
c_7649,f,1969.0,53.0,c
c_2946,m,1971.0,51.0,c
c_5363,f,1982.0,40.0,c
c_4348,m,1974.0,48.0,c
c_1701,f,1981.0,41.0,c
c_2216,m,1991.0,31.0,c
c_218,m,1962.0,60.0,c
c_2177,f,1973.0,49.0,c
c_2263,m,1950.0,72.0,c
c_3724,m,1974.0,48.0,c
c_6553,f,1991.0,31.0,c
c_1072,f,1986.0,36.0,c
c_2349,f,1986.0,36.0,c
c_8286,f,1980.0,42.0,c
c_5965,m,1939.0,83.0,c
c_8489,f,1951.0,71.0,c
c_2377,f,1937.0,85.0,c
c_6085,f,1995.0,27.0,c
c_6317,m,1956.0,66.0,c
c_3416,m,1981.0,41.0,c
c_7410,m,1990.0,32.0,c
c_2327,f,1954.0,68.0,c
c_7637,f,1964.0,58.0,c
c_5556,f,1994.0,28.0,c
c_1745,f,2002.0,20.0,c
c_3749,m,1986.0,36.0,c
c_5065,m,1979.0,43.0,c
c_8467,m,1983.0,39.0,c
c_5135,m,1968.0,54.0,c
c_6993,f,1995.0,27.0,c
c_4407,m,1986.0,36.0,c
c_4365,f,1992.0,30.0,c
c_7618,m,1967.0,55.0,c
c_480,f,1993.0,29.0,c
c_2800,f,1986.0,36.0,c
c_3310,f,1946.0,76.0,c
c_7425,f,1968.0,54.0,c
c_8171,m,1972.0,50.0,c
c_5381,f,1956.0,66.0,c
c_6412,f,1981.0,41.0,c
c_1773,f,1995.0,27.0,c
c_3212,f,1955.0,67.0,c
c_3954,f,1970.0,52.0,c
c_5831,f,1974.0,48.0,c
c_5018,f,1998.0,24.0,c
c_5726,f,1978.0,44.0,c
c_6367,m,1991.0,31.0,c
c_2811,f,1987.0,35.0,c
c_1090,f,1970.0,52.0,c
c_3602,f,1965.0,57.0,c
c_4697,f,1965.0,57.0,c
c_6865,f,1977.0,45.0,c
c_6123,m,1954.0,68.0,c
c_1340,m,2002.0,20.0,c
c_2911,f,2002.0,20.0,c
c_6908,f,1966.0,56.0,c
c_3624,m,1986.0,36.0,c
c_4571,m,1991.0,31.0,c
c_3088,f,2001.0,21.0,c
c_4920,f,1966.0,56.0,c
c_7218,f,1986.0,36.0,c
c_1108,m,1977.0,45.0,c
c_3203,m,1965.0,57.0,c
c_3364,f,1952.0,70.0,c
c_3469,m,1953.0,69.0,c
c_3989,m,1944.0,78.0,c
c_2906,f,1994.0,28.0,c
c_64,f,1988.0,34.0,c
c_7447,m,1987.0,35.0,c
c_1313,f,1969.0,53.0,c
c_7270,f,1978.0,44.0,c
c_3210,f,1983.0,39.0,c
c_1299,f,1975.0,47.0,c
c_5327,m,1958.0,64.0,c
c_2708,m,1951.0,71.0,c
c_3872,m,1986.0,36.0,c
c_3615,f,2004.0,18.0,c
c_4616,f,1997.0,25.0,c
c_60,f,1984.0,38.0,c
c_4353,f,1997.0,25.0,c
c_8619,f,1988.0,34.0,c
c_4004,m,1987.0,35.0,c
c_5901,m,1998.0,24.0,c
c_8150,m,1975.0,47.0,c
c_1518,f,1962.0,60.0,c
c_7052,m,1987.0,35.0,c
c_3503,m,1980.0,42.0,c
c_426,m,1964.0,58.0,c
c_6115,m,1978.0,44.0,c
c_2089,m,2000.0,22.0,c
c_7841,m,1994.0,28.0,c
c_1404,f,1970.0,52.0,c
c_7909,f,1990.0,32.0,c
c_726,m,1994.0,28.0,c
c_4079,f,1978.0,44.0,c
c_2187,f,1981.0,41.0,c
c_448,m,1988.0,34.0,c
c_3648,m,1959.0,63.0,c
c_251,m,1960.0,62.0,c
c_5919,f,1955.0,67.0,c
c_5365,m,1993.0,29.0,c
c_7427,f,1965.0,57.0,c
c_1138,f,1977.0,45.0,c
c_1558,m,1984.0,38.0,c
c_2325,f,1981.0,41.0,c
c_7035,m,1991.0,31.0,c
c_2371,f,1997.0,25.0,c
c_1512,m,1973.0,49.0,c
c_1571,f,1964.0,58.0,c
c_7512,m,1948.0,74.0,c
c_1385,f,1996.0,26.0,c
c_3527,f,1945.0,77.0,c
c_7824,f,1995.0,27.0,c
c_4170,f,1960.0,62.0,c
c_8589,m,1958.0,64.0,c
c_6449,f,1995.0,27.0,c
c_1112,f,1987.0,35.0,c
c_2191,m,1972.0,50.0,c
c_194,m,1965.0,57.0,c
c_1176,m,2001.0,21.0,c
c_3842,m,1976.0,46.0,c
c_7346,m,2004.0,18.0,c
c_1085,m,1981.0,41.0,c
c_2385,m,1964.0,58.0,c
c_4257,m,1946.0,76.0,c
c_5612,f,2002.0,20.0,c
c_5228,f,1963.0,59.0,c
c_7655,f,1987.0,35.0,c
c_7861,f,1990.0,32.0,c
c_4969,f,1996.0,26.0,c
c_2937,m,1999.0,23.0,c
c_7477,f,1996.0,26.0,c
c_2562,m,2000.0,22.0,c
c_183,m,1947.0,75.0,c
c_5703,f,2000.0,22.0,c
c_8186,m,1978.0,44.0,c
c_2749,f,1980.0,42.0,c
c_335,f,1962.0,60.0,c
c_1295,m,1990.0,32.0,c
c_3534,f,1969.0,53.0,c
c_2061,m,1992.0,30.0,c
c_5561,m,1942.0,80.0,c
c_1437,f,2004.0,18.0,c
c_6561,f,1954.0,68.0,c
c_555,m,1991.0,31.0,c
c_8472,f,1981.0,41.0,c
c_3415,m,1980.0,42.0,c
c_8334,f,1953.0,69.0,c
c_7359,f,1972.0,50.0,c
c_5222,f,1967.0,55.0,c
c_777,f,1991.0,31.0,c
c_4619,f,1995.0,27.0,c
c_6637,f,1939.0,83.0,c
c_8301,f,1974.0,48.0,c
c_3628,m,1963.0,59.0,c
c_5237,m,1999.0,23.0,c
c_5343,m,1994.0,28.0,c
c_75,f,1984.0,38.0,c
c_6940,m,1945.0,77.0,c
c_4361,f,2000.0,22.0,c
c_8137,f,1971.0,51.0,c
c_7493,f,1956.0,66.0,c
c_6000,f,1937.0,85.0,c
c_6559,m,1965.0,57.0,c
c_4246,f,1976.0,46.0,c
c_1464,f,1986.0,36.0,c
c_4013,f,2002.0,20.0,c
c_7437,m,1970.0,52.0,c
c_3732,m,1989.0,33.0,c
c_7570,m,1994.0,28.0,c
c_5308,m,1969.0,53.0,c
c_1378,f,1983.0,39.0,c
c_4656,m,1968.0,54.0,c
c_7421,m,1978.0,44.0,c
c_7236,f,1981.0,41.0,c
c_2567,m,1937.0,85.0,c
c_7308,m,1953.0,69.0,c
c_4581,f,1946.0,76.0,c
c_6581,f,1982.0,40.0,c
c_7831,f,1957.0,65.0,c
c_1976,f,1988.0,34.0,c
c_6399,m,1972.0,50.0,c
c_5168,f,2001.0,21.0,c
c_715,m,1943.0,79.0,c
c_1220,f,1950.0,72.0,c
c_3580,m,2004.0,18.0,c
c_3200,m,1988.0,34.0,c
c_6897,f,1959.0,63.0,c
c_8457,m,1985.0,37.0,c
c_4488,f,1970.0,52.0,c
c_8062,f,1965.0,57.0,c
c_1556,m,1964.0,58.0,c
c_4519,f,1963.0,59.0,c
c_1163,f,1953.0,69.0,c
c_6101,f,1989.0,33.0,c
c_2492,f,1949.0,73.0,c
c_3458,f,1986.0,36.0,c
c_5198,f,1977.0,45.0,c
c_3107,m,1986.0,36.0,c
c_3821,f,1987.0,35.0,c
c_3330,f,1956.0,66.0,c
c_3151,f,1998.0,24.0,c
c_1551,m,1972.0,50.0,c
c_4199,m,1978.0,44.0,c
c_957,f,1977.0,45.0,c
c_6329,f,1953.0,69.0,c
c_7449,f,1955.0,67.0,c
c_3317,f,1972.0,50.0,c
c_8520,m,1999.0,23.0,c
c_703,m,1944.0,78.0,c
c_8140,m,1971.0,51.0,c
c_3589,m,1958.0,64.0,c
c_5586,f,1940.0,82.0,c
c_8219,f,1990.0,32.0,c
c_2231,f,1980.0,42.0,c
c_1955,m,1966.0,56.0,c
c_4128,m,1970.0,52.0,c
c_2430,f,1978.0,44.0,c
c_6413,f,1978.0,44.0,c
c_4310,m,1968.0,54.0,c
c_5247,f,1980.0,42.0,c
c_4906,f,1951.0,71.0,c
c_2581,m,1974.0,48.0,c
c_5724,f,1997.0,25.0,c
c_2152,f,1943.0,79.0,c
c_4406,f,1998.0,24.0,c
c_3195,m,2004.0,18.0,c
c_3365,m,1944.0,78.0,c
c_6154,f,1932.0,90.0,c
c_435,f,1981.0,41.0,c
c_5227,f,1968.0,54.0,c
c_4238,m,1956.0,66.0,c
c_4303,m,1973.0,49.0,c
c_1956,f,1944.0,78.0,c
c_1088,f,2004.0,18.0,c
c_6511,f,1979.0,43.0,c
c_7451,f,1965.0,57.0,c
c_8295,f,2004.0,18.0,c
c_4158,f,1970.0,52.0,c
c_6894,f,1988.0,34.0,c
c_5004,m,1954.0,68.0,c
c_6338,f,1986.0,36.0,c
c_4871,f,1987.0,35.0,c
c_4539,m,1999.0,23.0,c
c_7293,m,2002.0,20.0,c
c_7925,f,1984.0,38.0,c
c_3186,m,1998.0,24.0,c
c_8419,f,1990.0,32.0,c
c_8240,f,1978.0,44.0,c
c_6708,m,1999.0,23.0,c
c_8275,f,1991.0,31.0,c
c_2969,m,1979.0,43.0,c
c_1689,m,1997.0,25.0,c
c_8554,m,1963.0,59.0,c
c_7518,m,1995.0,27.0,c
c_1322,m,1952.0,70.0,c
c_5481,f,1981.0,41.0,c
c_5117,f,1958.0,64.0,c
c_5473,f,1969.0,53.0,c
c_2706,f,1967.0,55.0,c
c_8415,f,1970.0,52.0,c
c_6899,f,1973.0,49.0,c
c_4189,m,1994.0,28.0,c
c_2846,f,1993.0,29.0,c
c_2615,f,1966.0,56.0,c
c_4042,m,2004.0,18.0,c
c_404,m,1971.0,51.0,c
c_4738,m,2001.0,21.0,c
c_6355,f,1989.0,33.0,c
c_7446,f,1963.0,59.0,c
c_6466,f,1995.0,27.0,c
c_6374,m,1962.0,60.0,c
c_1617,f,1974.0,48.0,c
c_3839,f,1980.0,42.0,c
c_5087,f,1969.0,53.0,c
c_5608,m,1973.0,49.0,c
c_7273,f,1967.0,55.0,c
c_1265,m,1962.0,60.0,c
c_996,f,1970.0,52.0,c
c_5053,f,2004.0,18.0,c
c_3690,f,1968.0,54.0,c
c_4778,m,1978.0,44.0,c
c_4299,f,1993.0,29.0,c
c_4010,m,1977.0,45.0,c
c_7529,m,1941.0,81.0,c
c_7443,f,2004.0,18.0,c
c_1021,f,1999.0,23.0,c
c_8181,f,1994.0,28.0,c
c_4393,m,1964.0,58.0,c
c_8404,m,1994.0,28.0,c
c_4737,f,1982.0,40.0,c
c_2131,f,1974.0,48.0,c
c_5269,m,1964.0,58.0,c
c_3379,m,2002.0,20.0,c
c_5757,m,1996.0,26.0,c
c_732,m,1993.0,29.0,c
c_4636,m,1986.0,36.0,c
c_2921,f,1958.0,64.0,c
c_817,m,1987.0,35.0,c
c_3339,f,2001.0,21.0,c
c_7690,m,1981.0,41.0,c
c_5585,m,1954.0,68.0,c
c_6402,m,1954.0,68.0,c
c_7513,m,1974.0,48.0,c
c_3647,m,1980.0,42.0,c
c_6370,m,1976.0,46.0,c
c_4005,f,1998.0,24.0,c
c_7918,m,1987.0,35.0,c
c_7478,f,1984.0,38.0,c
c_3962,m,1982.0,40.0,c
c_5396,f,1991.0,31.0,c
c_785,m,1994.0,28.0,c
c_2742,f,1992.0,30.0,c
c_1707,m,1996.0,26.0,c
c_2511,m,1978.0,44.0,c
c_2940,f,1982.0,40.0,c
c_7554,f,2001.0,21.0,c
c_3085,f,1980.0,42.0,c
c_5497,f,1989.0,33.0,c
c_286,f,2002.0,20.0,c
c_6502,f,2003.0,19.0,c
c_8524,f,1982.0,40.0,c
c_1505,f,1956.0,66.0,c
c_1768,m,1994.0,28.0,c
c_5283,m,1969.0,53.0,c
c_4951,m,1984.0,38.0,c
c_5807,m,1999.0,23.0,c
c_7188,m,1974.0,48.0,c
c_6201,f,1960.0,62.0,c
c_5098,m,1965.0,57.0,c
c_631,f,1967.0,55.0,c
c_5137,f,1972.0,50.0,c
c_193,m,1979.0,43.0,c
c_6867,m,2003.0,19.0,c
c_5799,f,1962.0,60.0,c
c_5599,m,1954.0,68.0,c
c_4861,m,1989.0,33.0,c
c_980,m,1962.0,60.0,c
c_3047,f,1969.0,53.0,c
c_3150,m,1970.0,52.0,c
c_401,m,1999.0,23.0,c
c_3443,m,1959.0,63.0,c
c_2249,f,2000.0,22.0,c
c_5049,m,1979.0,43.0,c
c_857,m,1985.0,37.0,c
c_6083,m,1999.0,23.0,c
c_2639,m,1971.0,51.0,c
c_1106,f,1989.0,33.0,c
c_3943,f,1967.0,55.0,c
c_2500,m,1973.0,49.0,c
c_6152,f,1952.0,70.0,c
c_8151,m,1971.0,51.0,c
c_15,f,1988.0,34.0,c
c_3612,m,1988.0,34.0,c
c_4842,m,1966.0,56.0,c
c_3971,m,1988.0,34.0,c
c_1497,f,1988.0,34.0,c
c_3393,f,1956.0,66.0,c
c_818,m,1961.0,61.0,c
c_2797,f,1956.0,66.0,c
c_6726,f,1974.0,48.0,c
c_1867,f,1961.0,61.0,c
c_7522,f,1986.0,36.0,c
c_5903,f,1996.0,26.0,c
c_1052,m,2001.0,21.0,c
c_823,m,1980.0,42.0,c
c_7967,f,1980.0,42.0,c
c_3054,f,1985.0,37.0,c
c_4163,f,1996.0,26.0,c
c_5335,m,1977.0,45.0,c
c_7095,m,1967.0,55.0,c
c_5235,m,1992.0,30.0,c
c_5368,f,1953.0,69.0,c
c_2290,f,1998.0,24.0,c
c_5713,m,1981.0,41.0,c
c_3025,m,1987.0,35.0,c
c_1050,f,1985.0,37.0,c
c_1839,m,2000.0,22.0,c
c_1949,m,2003.0,19.0,c
c_4854,m,1968.0,54.0,c
c_422,m,1958.0,64.0,c
c_2101,m,1988.0,34.0,c
c_3442,m,1999.0,23.0,c
c_6344,m,1979.0,43.0,c
c_3867,f,1980.0,42.0,c
c_7834,f,1987.0,35.0,c
c_1931,m,1983.0,39.0,c
c_5675,m,1969.0,53.0,c
c_6997,m,1977.0,45.0,c
c_5817,m,2001.0,21.0,c
c_8326,m,1983.0,39.0,c
c_4811,f,1968.0,54.0,c
c_5425,f,1981.0,41.0,c
c_4109,f,1981.0,41.0,c
c_3010,f,1987.0,35.0,c
c_4135,f,1986.0,36.0,c
c_7546,m,2004.0,18.0,c
c_1660,m,1994.0,28.0,c
c_3420,m,1979.0,43.0,c
c_6800,f,1979.0,43.0,c
c_7598,m,1955.0,67.0,c
c_4132,m,1972.0,50.0,c
c_1708,m,1975.0,47.0,c
c_5889,f,1971.0,51.0,c
c_6590,f,1962.0,60.0,c
c_8429,m,2003.0,19.0,c
c_8535,f,1985.0,37.0,c
c_1579,f,1972.0,50.0,c
c_5403,f,1969.0,53.0,c
c_1487,m,1962.0,60.0,c
c_6513,m,1942.0,80.0,c
c_847,f,1972.0,50.0,c
c_1766,f,1994.0,28.0,c
c_4676,f,1989.0,33.0,c
c_6844,m,1997.0,25.0,c
c_6706,f,1945.0,77.0,c
c_4915,f,1959.0,63.0,c
c_3067,f,1994.0,28.0,c
c_5124,m,1951.0,71.0,c
c_883,f,1993.0,29.0,c
c_1191,f,1998.0,24.0,c
c_6326,m,1958.0,64.0,c
c_6493,f,1998.0,24.0,c
c_6171,m,1983.0,39.0,c
c_3852,f,1982.0,40.0,c
c_3776,f,1968.0,54.0,c
c_8559,m,1959.0,63.0,c
c_8417,f,1986.0,36.0,c
c_6029,f,1997.0,25.0,c
c_4706,f,1982.0,40.0,c
c_2990,m,1976.0,46.0,c
